name,final_closing_price,initial_invest,portfolio_value_hold,portfolio_value_monthly,portfolio_value_strategy,cash_hold,cash_monthly,cash_strategy,return_hold,return_monthly,return_strategy,max_invest
AAPL-history,125.07,4994.728,14508.119999999999,19635.989999999998,21762.18,-9091.027972587288,-14220.004436520667,-16589.614006187636,108.4561967621202,108.43404412571277,103.56051408229565,-16589.614006187636
NVDA-history,14.315,4998.592000000001,13470.414999999999,14057.33,45462.650625,-9098.060934559622,-9712.171635251907,-41333.20296190297,87.47171334328499,86.92764612010927,82.61221686220901,-41333.20296190297
META-history,124.74,4986.089999999999,3367.98,8482.32,46036.076625,-9075.305735134658,-21041.518635048484,-72233.83863175694,-114.46495621087183,-251.8847159808284,-525.41695009029,-72233.83863175694
UBER-history,66.02,4971.400000000001,8846.68,11553.5,49530.0842496,-9052.87694474536,-11353.266114281418,106.75383382887529,-4.147663530300505,4.027716251329249,998.447883562555,-70483.53820899193
SPOT-history,134.88,4903.48,4585.92,10116.0,78354.7425,-8929.195204775373,-18903.132018404332,-72550.49980076967,-88.57536290094735,-179.20195490558405,118.36986587546647,-72550.49980076967
MSFT-history,239.58,4921.95,13656.060000000001,23478.84,46089.2025,-8958.562934693564,-19255.887357073607,-41928.89892481268,95.43975589566,85.79836534150883,84.5255147896122,-41928.89892481268
NKE-history,118.75,4951.44,9262.5,14131.25,105505.6640625,-9012.238413100287,-14823.507356813467,-99318.50389693903,5.054319286908712,-13.980929927727423,124.95678359347929,-99318.50389693903
AMD-history,64.02,4989.6,27656.64,30281.46,62227.439999999995,-9081.694372951148,-12250.898648970931,-50697.338587026454,372.27324088201163,361.3628617730693,231.08268023435826,-50697.338587026454
DUOL-history,307.32,4974.28,11370.84,19975.8,11370.84,-7388.322656586101,-12444.150177945274,-7388.322656586101,80.06218675695575,151.41185904401695,80.06218675695575,-7388.322656586101
SNAP-history,8.85,4991.06,2885.1,3247.95,49294.63828125,-9084.351755062831,-10480.292380367826,-79136.18583989292,-124.20711742721646,-144.9059394270521,-597.8999963663614,-79136.18583989292
GOOG-history,89.7,4979.408,8252.4,11930.1,93999.99375000001,-9063.143661661836,-13671.889846658023,-107971.77712864705,-16.281928728512227,-34.97985798026638,-280.59125459586846,-107971.77712864705
LLY-history,364.99,4938.12,21169.420000000002,36134.01,31754.13,-8987.994351642927,-18367.988884324146,-13417.689410979085,246.68144249951553,359.7729726226956,371.3243215843462,-13417.689410979085
TSLA-history,108.1,4991.4,25511.6,29943.699999999997,103321.98,-9084.970597472393,-15631.372321255589,-124851.0872144005,329.0986377074089,286.7397459379014,-431.3240216051709,-124851.0872144005
DIS-history,88.97,4940.32,3914.68,7562.45,100328.96671875,-8991.998626057764,-16308.239624657026,-125843.95082858075,-102.77307190744251,-177.0288083496014,-516.4641988743797,-125843.95082858075
RDDT-history,124.78,4968.0,13476.24,14224.92,13476.24,-5373.986895318551,-5814.500465129291,-5373.986895318551,163.08883060952996,169.29185859240556,163.08883060952996,-5373.986895318551
